state,rMapState,rMapCounty,month,day,year,age,sex,repstat,mass,fa,Pd_intro,years_Pd,disease_time_step,county_centroid_lon,county_centroid_lat,site_mask,fips
GA,georgia,bartow,5,25,2014,adult,male,testes-descended,15.5,42,2013,1,invasion,-84.85525287,34.22976581,GA_30,13015
GA,georgia,bartow,5,28,2014,adult,male,testes-descended,15,47,2013,1,invasion,-84.85525287,34.22976581,GA_30,13015
GA,georgia,gilmer,7,26,2010,adult,female,post-lactating,18,47,2013,-3,pre-invasion,-84.46489794,34.67575066,GA_117,13123
GA,georgia,bartow,7,17,2012,adult,female,post-lactating,15.5,43.9,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,22,2012,juvenile,male,non-reproductive,15.1,44.2,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,21,2013,juvenile,female,non-reproductive,18.1,48,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,21,2013,juvenile,female,non-reproductive,18.2,50,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,18,2012,adult,female,non-reproductive,17.5,48,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,23,2012,juvenile,female,non-reproductive,18.8,49.1,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,17,2012,adult,female,non-reproductive,18,45.5,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,20,2012,adult,female,post-lactating,21.1,44.3,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,19,2012,adult,female,post-lactating,17.8,47,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,22,2012,adult,female,post-lactating,18.2,48.9,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,21,2013,juvenile,female,non-reproductive,19.1,47,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,20,2013,juvenile,female,non-reproductive,19.6,49,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,22,2012,adult,female,post-lactating,16.7,43.5,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,20,2013,adult,male,testes-descended,20,48,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,20,2013,adult,male,testes-descended,18.1,50,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,22,2012,adult,female,post-lactating,21.8,49.5,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,20,2012,adult,female,post-lactating,17.2,44.7,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,20,2013,adult,female,non-reproductive,16.8,46,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,21,2013,adult,male,testes-descended,18.5,47,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,20,2012,adult,female,post-lactating,20.2,47.5,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,23,2012,adult,female,post-lactating,22,49.3,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,21,2013,adult,female,non-reproductive,19.8,49,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,24,2012,adult,male,testes-descended,20.58,44.3,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,20,2013,adult,female,post-lactating,19.1,49,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,18,2012,adult,male,non-reproductive,15.8,47.3,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,17,2012,adult,male,non-reproductive,18.5,46.4,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,23,2012,adult,male,non-reproductive,15.2,47,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,20,2013,adult,female,non-reproductive,23,49,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,23,2012,juvenile,male,testes-descended,17.5,44.5,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,20,2012,adult,female,post-lactating,20.5,49.1,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,18,2012,adult,female,non-reproductive,17.2,47.7,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,20,2013,juvenile,female,non-reproductive,17.2,47,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,22,2012,juvenile,male,non-reproductive,14.5,44.1,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,22,2012,juvenile,female,non-reproductive,15.8,47.3,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,21,2013,juvenile,female,non-reproductive,16,46,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,21,2013,adult,female,non-reproductive,17,50,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,19,2012,juvenile,male,non-reproductive,13.8,46.2,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,21,2013,adult,female,non-reproductive,19,48,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,21,2013,adult,female,non-reproductive,16.5,46,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,20,2013,adult,male,testes-descended,16.5,47,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,21,2013,adult,female,non-reproductive,19,48,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,20,2013,juvenile,female,non-reproductive,16.5,47,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,7,22,2012,adult,female,post-lactating,19.5,48.5,2013,-1,pre-invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,20,2013,juvenile,female,non-reproductive,17,47,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,bartow,8,21,2013,adult,male,testes-descended,16.2,49,2013,0,invasion,-84.85525287,34.22976581,GA_5,13015
GA,georgia,dade,5,12,2016,adult,male,testes-descended,19.5,47,2013,3,epidemic,-85.5035161,34.84071621,GA_74,13083
GA,georgia,cobb,7,11,2014,adult,male,testes-descended,16,48,2013,1,invasion,-84.59204242,33.93685037,GA_71,13067
GA,georgia,cobb,7,11,2014,adult,male,non-reproductive,16,45,2013,1,invasion,-84.59204242,33.93685037,GA_71,13067
GA,georgia,cobb,7,12,2014,juvenile,female,non-reproductive,18,49,2013,1,invasion,-84.59204242,33.93685037,GA_71,13067
GA,georgia,cobb,7,11,2014,juvenile,male,testes-descended,15.25,47,2013,1,invasion,-84.59204242,33.93685037,GA_71,13067
GA,georgia,cobb,7,11,2014,juvenile,female,non-reproductive,18,48,2013,1,invasion,-84.59204242,33.93685037,GA_71,13067
GA,georgia,cobb,7,12,2014,adult,male,testes-descended,16.5,46,2013,1,invasion,-84.59204242,33.93685037,GA_71,13067
GA,georgia,chattooga,8,8,2013,juvenile,male,non-reproductive,15,44,2013,0,invasion,-85.34986264,34.46255073,GA_53,13055
GA,georgia,carroll,7,21,2016,adult,female,non-reproductive,20,48,2013,3,epidemic,-85.08566727,33.57598073,GA_38,13045
GA,georgia,carroll,7,22,2016,adult,female,post-lactating,21.5,48,2013,3,epidemic,-85.08566727,33.57598073,GA_38,13045
GA,georgia,carroll,7,21,2016,juvenile,female,non-reproductive,18,48,2013,3,epidemic,-85.08566727,33.57598073,GA_38,13045
GA,georgia,carroll,7,21,2016,adult,female,non-reproductive,18,50,2013,3,epidemic,-85.08566727,33.57598073,GA_38,13045
GA,georgia,carroll,7,21,2016,adult,female,non-reproductive,15.5,49,2013,3,epidemic,-85.08566727,33.57598073,GA_38,13045
GA,georgia,carroll,7,21,2016,juvenile,female,non-reproductive,18.5,48,2013,3,epidemic,-85.08566727,33.57598073,GA_38,13045
GA,georgia,carroll,7,21,2016,adult,female,non-reproductive,18,49,2013,3,epidemic,-85.08566727,33.57598073,GA_38,13045
GA,georgia,carroll,7,21,2016,adult,female,non-reproductive,19.5,48,2013,3,epidemic,-85.08566727,33.57598073,GA_38,13045
GA,georgia,carroll,7,21,2016,adult,female,non-reproductive,17.5,46,2013,3,epidemic,-85.08566727,33.57598073,GA_38,13045
GA,georgia,carroll,7,21,2016,adult,female,post-lactating,16,47,2013,3,epidemic,-85.08566727,33.57598073,GA_38,13045
GA,georgia,carroll,7,21,2016,adult,male,non-reproductive,15.5,50,2013,3,epidemic,-85.08566727,33.57598073,GA_38,13045
GA,georgia,carroll,7,21,2016,adult,female,non-reproductive,21,52,2013,3,epidemic,-85.08566727,33.57598073,GA_38,13045
GA,georgia,carroll,7,21,2016,adult,female,non-reproductive,19,46,2013,3,epidemic,-85.08566727,33.57598073,GA_38,13045
GA,georgia,carroll,7,21,2016,juvenile,male,non-reproductive,13.5,44,2013,3,epidemic,-85.08566727,33.57598073,GA_38,13045
GA,georgia,coweta,7,24,2016,adult,female,non-reproductive,19.5,48,2013,3,epidemic,-84.77744263,33.3436804,GA_73,13077
GA,georgia,coweta,7,23,2016,adult,female,non-reproductive,18.5,46,2013,3,epidemic,-84.77744263,33.3436804,GA_73,13077
GA,georgia,lumpkin,6,11,2016,adult,male,non-reproductive,17.5,47,2013,3,epidemic,-84.01130878,34.56516365,GA_169,13187
GA,georgia,lumpkin,6,11,2016,adult,female,lactating,16.5,46,2013,3,epidemic,-84.01130878,34.56516365,GA_169,13187
GA,georgia,lumpkin,6,12,2016,adult,female,lactating,20,50,2013,3,epidemic,-84.01130878,34.56516365,GA_169,13187
GA,georgia,lumpkin,6,11,2016,adult,female,lactating,21.5,50.5,2013,3,epidemic,-84.01130878,34.56516365,GA_169,13187
GA,georgia,lumpkin,6,11,2016,adult,male,testes-descended,20,49,2013,3,epidemic,-84.01130878,34.56516365,GA_169,13187
GA,georgia,lumpkin,6,13,2016,adult,female,lactating,22,47,2013,3,epidemic,-84.01130878,34.56516365,GA_165,13187
GA,georgia,lumpkin,6,13,2016,adult,female,lactating,20,50,2013,3,epidemic,-84.01130878,34.56516365,GA_165,13187
GA,georgia,lumpkin,6,13,2016,adult,female,pregnant,22,47,2013,3,epidemic,-84.01130878,34.56516365,GA_165,13187
GA,georgia,lumpkin,6,13,2016,adult,female,lactating,18.5,48,2013,3,epidemic,-84.01130878,34.56516365,GA_165,13187
GA,georgia,lumpkin,6,13,2016,adult,male,non-reproductive,19,48,2013,3,epidemic,-84.01130878,34.56516365,GA_165,13187
GA,georgia,lumpkin,6,13,2016,adult,female,lactating,17,49,2013,3,epidemic,-84.01130878,34.56516365,GA_165,13187
GA,georgia,lumpkin,6,13,2016,adult,female,lactating,23,50,2013,3,epidemic,-84.01130878,34.56516365,GA_165,13187
GA,georgia,lumpkin,6,13,2016,adult,male,non-reproductive,21,50,2013,3,epidemic,-84.01130878,34.56516365,GA_165,13187
GA,georgia,gilmer,6,19,2016,adult,male,non-reproductive,17,46,2013,3,epidemic,-84.46489794,34.67575066,GA_119,13123
GA,georgia,fannin,7,22,2017,adult,male,non-reproductive,15.5,48,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,22,2017,adult,female,post-lactating,21,51,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,7,2016,juvenile,male,non-reproductive,14.5,47,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,7,2016,adult,male,non-reproductive,17.5,46,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,adult,male,non-reproductive,14,45,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,adult,female,non-reproductive,23,50,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,7,2016,adult,male,non-reproductive,15,47,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,8,2016,adult,male,non-reproductive,15,46,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,juvenile,female,non-reproductive,14,45,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,7,2016,adult,male,non-reproductive,16.5,50,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,22,2017,adult,female,non-reproductive,20.5,50,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,7,2016,adult,male,non-reproductive,16,46,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,8,2016,adult,male,non-reproductive,18,47,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,adult,male,non-reproductive,13,48,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,7,2016,adult,female,lactating,17.5,49,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,7,2016,adult,male,non-reproductive,16.5,48,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,adult,female,non-reproductive,22,50,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,adult,female,lactating,15.5,47,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,adult,male,non-reproductive,15.5,46,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,22,2017,adult,male,testes-descended,19,46,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,adult,female,non-reproductive,13,49,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,7,2016,juvenile,male,non-reproductive,13,49,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,8,6,2017,adult,male,non-reproductive,16,49,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,8,2016,adult,female,post-lactating,18,50,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,8,2016,adult,male,non-reproductive,15,45,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,7,2016,adult,male,non-reproductive,19,48,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,7,2016,adult,male,non-reproductive,20,50,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,7,2016,adult,female,lactating,18,49,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,7,2016,adult,female,lactating,19.5,47,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,7,2016,adult,female,non-reproductive,13,47,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,22,2017,juvenile,male,non-reproductive,15,47,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,7,2016,adult,male,non-reproductive,18,48,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,22,2017,adult,female,post-lactating,20,47,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,juvenile,male,non-reproductive,15.5,47.5,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,8,2016,adult,female,lactating,21,50,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,8,2016,adult,male,non-reproductive,19,50,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,adult,female,non-reproductive,17,45,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,22,2017,adult,male,non-reproductive,19.5,49,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,8,2016,adult,male,non-reproductive,18,48,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,7,2016,juvenile,male,non-reproductive,17,47,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,adult,male,non-reproductive,14,45,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,adult,female,non-reproductive,14,45,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,22,2017,adult,female,non-reproductive,21,47,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,7,2016,adult,male,non-reproductive,19,47,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,adult,male,non-reproductive,19.5,47,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,adult,male,non-reproductive,18,46,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,22,2017,juvenile,male,non-reproductive,18.5,50,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,adult,male,non-reproductive,15,47,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,juvenile,female,non-reproductive,19,48,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,juvenile,male,non-reproductive,16,49,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,22,2017,juvenile,female,non-reproductive,19,50,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,adult,female,post-lactating,18,49,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,22,2017,adult,male,non-reproductive,20,52,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,7,2016,adult,female,lactating,20,49,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,7,2016,adult,female,lactating,22.5,47,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,22,2017,adult,male,non-reproductive,18,45,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,adult,male,non-reproductive,14,48,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,7,2016,adult,female,lactating,19.5,51,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,22,2017,adult,male,non-reproductive,16,48,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,6,2016,adult,male,non-reproductive,14.5,45,2013,3,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,juvenile,female,non-reproductive,12,51,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,fannin,7,21,2017,adult,male,non-reproductive,17,43,2013,4,epidemic,-84.33604378,34.85625252,GA_88,13111
GA,georgia,union,6,28,2016,adult,male,non-reproductive,19.5,50,2013,3,epidemic,-84.0030221,34.82879002,GA_230,13291
GA,georgia,union,6,28,2016,adult,male,non-reproductive,16.5,50,2013,3,epidemic,-84.0030221,34.82879002,GA_230,13291
GA,georgia,union,6,29,2016,adult,male,non-reproductive,14.5,45,2013,3,epidemic,-84.0030221,34.82879002,GA_230,13291
GA,georgia,union,6,28,2016,adult,male,non-reproductive,19,49,2013,3,epidemic,-84.0030221,34.82879002,GA_230,13291
GA,georgia,union,6,29,2016,adult,male,non-reproductive,15,44,2013,3,epidemic,-84.0030221,34.82879002,GA_230,13291
GA,georgia,union,7,16,2016,adult,female,lactating,21,48,2013,3,epidemic,-84.0030221,34.82879002,GA_227,13291
GA,georgia,union,7,16,2016,adult,female,lactating,16,48,2013,3,epidemic,-84.0030221,34.82879002,GA_227,13291
GA,georgia,union,7,17,2016,adult,female,lactating,19,47,2013,3,epidemic,-84.0030221,34.82879002,GA_227,13291
GA,georgia,union,7,16,2016,adult,female,lactating,18,50,2013,3,epidemic,-84.0030221,34.82879002,GA_227,13291
GA,georgia,union,7,17,2016,adult,female,lactating,20,46,2013,3,epidemic,-84.0030221,34.82879002,GA_227,13291
GA,georgia,union,8,4,2017,adult,female,non-reproductive,20.5,50,2013,4,epidemic,-84.0030221,34.82879002,GA_227,13291
GA,georgia,union,8,4,2017,juvenile,female,non-reproductive,16.5,47,2013,4,epidemic,-84.0030221,34.82879002,GA_227,13291
GA,georgia,union,7,17,2016,adult,female,lactating,20,46,2013,3,epidemic,-84.0030221,34.82879002,GA_227,13291
GA,georgia,union,7,16,2016,adult,female,post-lactating,16,46,2013,3,epidemic,-84.0030221,34.82879002,GA_227,13291
GA,georgia,union,8,4,2017,juvenile,female,non-reproductive,18,47,2013,4,epidemic,-84.0030221,34.82879002,GA_227,13291
GA,georgia,union,8,4,2017,juvenile,female,non-reproductive,17,46,2013,4,epidemic,-84.0030221,34.82879002,GA_227,13291
GA,georgia,union,7,16,2016,adult,female,lactating,19.5,49,2013,3,epidemic,-84.0030221,34.82879002,GA_227,13291
GA,georgia,union,7,3,2016,juvenile,male,non-reproductive,13,46,2013,3,epidemic,-84.0030221,34.82879002,GA_228,13291
GA,georgia,union,7,5,2016,adult,female,lactating,20.5,48,2013,3,epidemic,-84.0030221,34.82879002,GA_228,13291
GA,georgia,union,7,5,2016,adult,female,lactating,18.5,49,2013,3,epidemic,-84.0030221,34.82879002,GA_228,13291
GA,georgia,union,7,5,2016,adult,female,lactating,19,50,2013,3,epidemic,-84.0030221,34.82879002,GA_228,13291
GA,georgia,union,7,3,2016,adult,female,lactating,18,49,2013,3,epidemic,-84.0030221,34.82879002,GA_228,13291
